epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,108.107,0.64784,6.39959,1.34564,0,0,0,0,0,0,0,0.0031597,0.0031597,0.0031597
2,211.589,0.59043,4.99727,1.24795,0,0,0,0,0,0,0,0.00625816,0.00625816,0.00625816
3,313.963,0.67989,4.37775,1.26886,0,0,0,0,0,0,0,0.00929403,0.00929403,0.00929403
4,416.04,0.74283,4.10075,1.28448,0,0,0,0,0,0,0,0.00970303,0.00970303,0.00970303
5,517.99,0.65233,3.50611,1.24612,0,0,0,0,0,0,0,0.00960404,0.00960404,0.00960404
6,619.944,0.58896,3.18501,1.22169,0,0,0,0,0,0,0,0.00950505,0.00950505,0.00950505
7,722.019,0.54073,2.89258,1.20452,0,0,0,0,0,0,0,0.00940605,0.00940605,0.00940605
8,824.004,0.52115,2.68712,1.19788,0,0,0,0,0,0,0,0.00930706,0.00930706,0.00930706
9,926.12,0.50095,2.55388,1.19037,0,0,0,0,0,0,0,0.00920807,0.00920807,0.00920807
10,1028.14,0.49418,2.36182,1.18721,0,0,0,0,0,0,0,0.00910908,0.00910908,0.00910908
11,1130.24,0.47601,2.21382,1.18054,0,0,0,0,0,0,0,0.00901009,0.00901009,0.00901009
12,1232.26,0.47257,2.10545,1.17708,0,0,0,0,0,0,0,0.0089111,0.0089111,0.0089111
13,1334.29,0.46869,2.02125,1.17724,0,0,0,0,0,0,0,0.00881211,0.00881211,0.00881211
14,1436.54,0.45042,1.89229,1.17206,0,0,0,0,0,0,0,0.00871312,0.00871312,0.00871312
15,1538.54,0.43956,1.80809,1.1694,0,0,0,0,0,0,0,0.00861413,0.00861413,0.00861413
16,1640.56,0.42958,1.71679,1.16473,0,0,0,0,0,0,0,0.00851514,0.00851514,0.00851514
17,1742.72,0.42314,1.66351,1.15949,0,0,0,0,0,0,0,0.00841614,0.00841614,0.00841614
18,1845.33,0.42594,1.63714,1.16292,0,0,0,0,0,0,0,0.00831715,0.00831715,0.00831715
