epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,108.214,0.41844,5.79162,1.01577,0,0,0,0,0,0,0,0.00327801,0.00327801,0.00327801
2,211.492,0.3711,4.46631,0.94027,0,0,0,0,0,0,0,0.00649212,0.00649212,0.00649212
3,314.036,0.42536,3.81396,0.9521,0,0,0,0,0,0,0,0.00964093,0.00964093,0.00964093
4,415.997,0.44493,3.38498,0.94875,0,0,0,0,0,0,0,0.00970135,0.00970135,0.00970135
5,518.173,0.40327,2.85099,0.9266,0,0,0,0,0,0,0,0.0096018,0.0096018,0.0096018
6,620.233,0.36436,2.46911,0.90689,0,0,0,0,0,0,0,0.00950225,0.00950225,0.00950225
7,722.376,0.34743,2.18297,0.89958,0,0,0,0,0,0,0,0.0094027,0.0094027,0.0094027
8,824.358,0.32937,1.95953,0.8936,0,0,0,0,0,0,0,0.00930315,0.00930315,0.00930315
9,926.388,0.31591,1.8126,0.89061,0,0,0,0,0,0,0,0.0092036,0.0092036,0.0092036
10,1028.6,0.30364,1.65333,0.88156,0,0,0,0,0,0,0,0.00910405,0.00910405,0.00910405
11,1130.6,0.29972,1.55042,0.88211,0,0,0,0,0,0,0,0.0090045,0.0090045,0.0090045
12,1232.85,0.28814,1.4668,0.88054,0,0,0,0,0,0,0,0.00890495,0.00890495,0.00890495
13,1334.71,0.28762,1.38175,0.87741,0,0,0,0,0,0,0,0.0088054,0.0088054,0.0088054
14,1436.85,0.28154,1.32813,0.87682,0,0,0,0,0,0,0,0.00870585,0.00870585,0.00870585
15,1538.97,0.27421,1.24694,0.87325,0,0,0,0,0,0,0,0.0086063,0.0086063,0.0086063
16,1641.03,0.27301,1.19347,0.87139,0,0,0,0,0,0,0,0.00850675,0.00850675,0.00850675
17,1743.3,0.26275,1.15046,0.86659,0,0,0,0,0,0,0,0.0084072,0.0084072,0.0084072
18,1845.32,0.26235,1.10843,0.86856,0,0,0,0,0,0,0,0.00830765,0.00830765,0.00830765
19,1947.39,0.25619,1.06377,0.86396,0,0,0,0,0,0,0,0.0082081,0.0082081,0.0082081
20,2049.58,0.25705,1.04747,0.86695,0,0,0,0,0,0,0,0.00810855,0.00810855,0.00810855
21,2151.68,0.24987,1.00817,0.86299,0,0,0,0,0,0,0,0.008009,0.008009,0.008009
22,2253.95,0.24715,0.97694,0.86167,0,0,0,0,0,0,0,0.00790945,0.00790945,0.00790945
23,2356.04,0.24552,0.95793,0.86059,0,0,0,0,0,0,0,0.0078099,0.0078099,0.0078099
24,2458.28,0.2414,0.90819,0.85926,0,0,0,0,0,0,0,0.00771035,0.00771035,0.00771035
25,2560.41,0.23914,0.88237,0.85618,0,0,0,0,0,0,0,0.0076108,0.0076108,0.0076108
26,2662.43,0.23777,0.87256,0.85604,0,0,0,0,0,0,0,0.00751125,0.00751125,0.00751125
27,2764.7,0.23092,0.84012,0.85909,0,0,0,0,0,0,0,0.0074117,0.0074117,0.0074117
28,2866.73,0.22869,0.81592,0.85308,0,0,0,0,0,0,0,0.00731215,0.00731215,0.00731215
29,2968.65,0.22815,0.7904,0.8564,0,0,0,0,0,0,0,0.0072126,0.0072126,0.0072126
30,3070.64,0.22898,0.79885,0.8565,0,0,0,0,0,0,0,0.00711305,0.00711305,0.00711305
31,3172.73,0.22602,0.77935,0.85452,0,0,0,0,0,0,0,0.0070135,0.0070135,0.0070135
32,3274.72,0.22175,0.76046,0.85257,0,0,0,0,0,0,0,0.00691395,0.00691395,0.00691395
33,3376.72,0.22102,0.7323,0.85197,0,0,0,0,0,0,0,0.0068144,0.0068144,0.0068144
34,3478.74,0.22082,0.71508,0.85032,0,0,0,0,0,0,0,0.00671485,0.00671485,0.00671485
35,3580.61,0.22131,0.69623,0.854,0,0,0,0,0,0,0,0.0066153,0.0066153,0.0066153
36,3682.56,0.21934,0.71247,0.85339,0,0,0,0,0,0,0,0.00651575,0.00651575,0.00651575
37,3784.74,0.21406,0.68878,0.8527,0,0,0,0,0,0,0,0.0064162,0.0064162,0.0064162
38,3886.8,0.21293,0.64757,0.84975,0,0,0,0,0,0,0,0.00631665,0.00631665,0.00631665
39,3988.94,0.21245,0.66194,0.8489,0,0,0,0,0,0,0,0.0062171,0.0062171,0.0062171
40,4090.96,0.21412,0.64491,0.85034,0,0,0,0,0,0,0,0.00611755,0.00611755,0.00611755
41,4192.97,0.21074,0.63942,0.85037,0,0,0,0,0,0,0,0.006018,0.006018,0.006018
42,4295.14,0.20825,0.61404,0.84857,0,0,0,0,0,0,0,0.00591845,0.00591845,0.00591845
43,4397.07,0.20805,0.62244,0.84907,0,0,0,0,0,0,0,0.0058189,0.0058189,0.0058189
44,4499.24,0.21023,0.61004,0.85069,0,0,0,0,0,0,0,0.00571935,0.00571935,0.00571935
45,4601.37,0.20653,0.59079,0.84842,0,0,0,0,0,0,0,0.0056198,0.0056198,0.0056198
46,4703.47,0.20115,0.58741,0.84546,0,0,0,0,0,0,0,0.00552025,0.00552025,0.00552025
47,4805.75,0.20486,0.59349,0.84664,0,0,0,0,0,0,0,0.0054207,0.0054207,0.0054207
48,4907.7,0.19916,0.56558,0.84521,0,0,0,0,0,0,0,0.00532115,0.00532115,0.00532115
49,5009.71,0.19592,0.5652,0.8451,0,0,0,0,0,0,0,0.0052216,0.0052216,0.0052216
50,5111.89,0.19704,0.55356,0.84538,0,0,0,0,0,0,0,0.00512205,0.00512205,0.00512205
51,5213.97,0.19449,0.53739,0.84352,0,0,0,0,0,0,0,0.0050225,0.0050225,0.0050225
52,5316.13,0.19514,0.53924,0.84479,0,0,0,0,0,0,0,0.00492295,0.00492295,0.00492295
53,5418.14,0.1954,0.5146,0.84371,0,0,0,0,0,0,0,0.0048234,0.0048234,0.0048234
54,5520.24,0.19268,0.51881,0.8446,0,0,0,0,0,0,0,0.00472385,0.00472385,0.00472385
55,5622.35,0.19226,0.50319,0.84234,0,0,0,0,0,0,0,0.0046243,0.0046243,0.0046243
56,5724.4,0.19133,0.50512,0.84254,0,0,0,0,0,0,0,0.00452475,0.00452475,0.00452475
57,5826.67,0.18982,0.50711,0.84204,0,0,0,0,0,0,0,0.0044252,0.0044252,0.0044252
58,5928.74,0.18714,0.49337,0.83971,0,0,0,0,0,0,0,0.00432565,0.00432565,0.00432565
59,6030.94,0.18509,0.48527,0.84174,0,0,0,0,0,0,0,0.0042261,0.0042261,0.0042261
60,6133.02,0.18358,0.47129,0.84078,0,0,0,0,0,0,0,0.00412655,0.00412655,0.00412655
61,6234.94,0.18345,0.47094,0.84137,0,0,0,0,0,0,0,0.004027,0.004027,0.004027
62,6337.11,0.18236,0.45927,0.83896,0,0,0,0,0,0,0,0.00392745,0.00392745,0.00392745
63,6439.21,0.18185,0.44871,0.83954,0,0,0,0,0,0,0,0.0038279,0.0038279,0.0038279
64,6541.24,0.18008,0.45396,0.83885,0,0,0,0,0,0,0,0.00372835,0.00372835,0.00372835
65,6643.47,0.18019,0.43999,0.83865,0,0,0,0,0,0,0,0.0036288,0.0036288,0.0036288
66,6745.54,0.17644,0.42823,0.83845,0,0,0,0,0,0,0,0.00352925,0.00352925,0.00352925
67,6847.72,0.17742,0.42413,0.83875,0,0,0,0,0,0,0,0.0034297,0.0034297,0.0034297
68,6949.87,0.17361,0.42796,0.839,0,0,0,0,0,0,0,0.00333015,0.00333015,0.00333015
69,7052.03,0.17418,0.41167,0.83492,0,0,0,0,0,0,0,0.0032306,0.0032306,0.0032306
70,7154.34,0.17313,0.40457,0.83608,0,0,0,0,0,0,0,0.00313105,0.00313105,0.00313105
71,7256.48,0.17134,0.39873,0.83773,0,0,0,0,0,0,0,0.0030315,0.0030315,0.0030315
72,7358.7,0.1728,0.40344,0.83591,0,0,0,0,0,0,0,0.00293195,0.00293195,0.00293195
73,7460.78,0.16984,0.39819,0.83505,0,0,0,0,0,0,0,0.0028324,0.0028324,0.0028324
74,7563.03,0.16937,0.3875,0.83567,0,0,0,0,0,0,0,0.00273285,0.00273285,0.00273285
75,7665.21,0.16709,0.37949,0.83648,0,0,0,0,0,0,0,0.0026333,0.0026333,0.0026333
76,7767.53,0.16526,0.37273,0.83631,0,0,0,0,0,0,0,0.00253375,0.00253375,0.00253375
77,7869.61,0.16451,0.37301,0.83632,0,0,0,0,0,0,0,0.0024342,0.0024342,0.0024342
78,7971.67,0.16451,0.36688,0.8358,0,0,0,0,0,0,0,0.00233465,0.00233465,0.00233465
