epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,767.233,0.92156,6.95943,1.20009,0,0,0,0,0,0,0,0.00373408,0.00373408,0.00373408
2,1504.63,0.87391,4.33526,1.13079,0,0,0,0,0,0,0,0.00739447,0.00739447,0.00739447
3,2237.77,0.94983,4.11008,1.15586,0,0,0,0,0,0,0,0.00980206,0.00980206,0.00980206
4,2969.31,0.87205,3.42875,1.11499,0,0,0,0,0,0,0,0.00970309,0.00970309,0.00970309
5,3700.71,0.79823,2.87883,1.08156,0,0,0,0,0,0,0,0.00960412,0.00960412,0.00960412
6,4432.58,0.76509,2.58857,1.06668,0,0,0,0,0,0,0,0.00950515,0.00950515,0.00950515
7,5164.33,0.73733,2.37618,1.05226,0,0,0,0,0,0,0,0.00940618,0.00940618,0.00940618
8,5895.41,0.71851,2.24053,1.0427,0,0,0,0,0,0,0,0.00930721,0.00930721,0.00930721
9,6627.28,0.70474,2.14649,1.0361,0,0,0,0,0,0,0,0.00920824,0.00920824,0.00920824
10,7358.72,0.69388,2.05617,1.03045,0,0,0,0,0,0,0,0.00910927,0.00910927,0.00910927
11,8090.28,0.68682,1.99448,1.02807,0,0,0,0,0,0,0,0.0090103,0.0090103,0.0090103
12,8821.96,0.68248,1.94554,1.02553,0,0,0,0,0,0,0,0.00891133,0.00891133,0.00891133
13,9553.17,0.67335,1.88809,1.02142,0,0,0,0,0,0,0,0.00881236,0.00881236,0.00881236
14,10284.8,0.66588,1.86236,1.0177,0,0,0,0,0,0,0,0.00871339,0.00871339,0.00871339
15,11016.5,0.66584,1.81311,1.0174,0,0,0,0,0,0,0,0.00861442,0.00861442,0.00861442
16,11748,0.65854,1.78876,1.01512,0,0,0,0,0,0,0,0.00851545,0.00851545,0.00851545
17,12479.6,0.65319,1.76066,1.01239,0,0,0,0,0,0,0,0.00841648,0.00841648,0.00841648
18,13206.8,0.65081,1.73117,1.0115,0,0,0,0,0,0,0,0.00831751,0.00831751,0.00831751
19,13933.7,0.64776,1.71383,1.00949,0,0,0,0,0,0,0,0.00821854,0.00821854,0.00821854
20,14662.8,0.64609,1.69218,1.00902,0,0,0,0,0,0,0,0.00811957,0.00811957,0.00811957
21,15393.9,0.64315,1.67413,1.0086,0,0,0,0,0,0,0,0.0080206,0.0080206,0.0080206
22,16125.3,0.64059,1.65974,1.00874,0,0,0,0,0,0,0,0.00792163,0.00792163,0.00792163
23,16855.9,0.63656,1.63684,1.00522,0,0,0,0,0,0,0,0.00782266,0.00782266,0.00782266
24,17586.8,0.62922,1.60755,1.00134,0,0,0,0,0,0,0,0.00772369,0.00772369,0.00772369
25,18318.6,0.63501,1.61159,1.00405,0,0,0,0,0,0,0,0.00762472,0.00762472,0.00762472
26,19050.3,0.62836,1.58807,1.00186,0,0,0,0,0,0,0,0.00752575,0.00752575,0.00752575
27,19781.8,0.62451,1.56729,0.99935,0,0,0,0,0,0,0,0.00742678,0.00742678,0.00742678
28,20513.2,0.62798,1.56725,1.00176,0,0,0,0,0,0,0,0.00732781,0.00732781,0.00732781
29,21244.8,0.61949,1.53844,0.9979,0,0,0,0,0,0,0,0.00722884,0.00722884,0.00722884
30,21976.5,0.62142,1.52753,0.99776,0,0,0,0,0,0,0,0.00712987,0.00712987,0.00712987
31,22707.6,0.61762,1.51274,0.99668,0,0,0,0,0,0,0,0.0070309,0.0070309,0.0070309
32,23439.1,0.61737,1.51003,0.99825,0,0,0,0,0,0,0,0.00693193,0.00693193,0.00693193
33,24166,0.6127,1.50068,0.99375,0,0,0,0,0,0,0,0.00683296,0.00683296,0.00683296
34,24894.9,0.61674,1.48558,0.99714,0,0,0,0,0,0,0,0.00673399,0.00673399,0.00673399
35,25626.8,0.61083,1.46496,0.99522,0,0,0,0,0,0,0,0.00663502,0.00663502,0.00663502
36,26358.2,0.60805,1.45609,0.9934,0,0,0,0,0,0,0,0.00653605,0.00653605,0.00653605
37,27089.8,0.6062,1.43322,0.99128,0,0,0,0,0,0,0,0.00643708,0.00643708,0.00643708
38,27821.7,0.60171,1.43068,0.99035,0,0,0,0,0,0,0,0.00633811,0.00633811,0.00633811
39,28553,0.60031,1.41989,0.98904,0,0,0,0,0,0,0,0.00623914,0.00623914,0.00623914
40,29284.8,0.59872,1.40733,0.98885,0,0,0,0,0,0,0,0.00614017,0.00614017,0.00614017
41,30016.5,0.59597,1.39951,0.98847,0,0,0,0,0,0,0,0.0060412,0.0060412,0.0060412
42,30747.8,0.59505,1.38613,0.98742,0,0,0,0,0,0,0,0.00594223,0.00594223,0.00594223
43,31479.3,0.59312,1.38312,0.9854,0,0,0,0,0,0,0,0.00584326,0.00584326,0.00584326
44,32211.3,0.59313,1.37248,0.98542,0,0,0,0,0,0,0,0.00574429,0.00574429,0.00574429
45,32942.7,0.59003,1.35317,0.98466,0,0,0,0,0,0,0,0.00564532,0.00564532,0.00564532
46,33674.6,0.58599,1.3462,0.98366,0,0,0,0,0,0,0,0.00554635,0.00554635,0.00554635
47,34406.1,0.58749,1.3376,0.98431,0,0,0,0,0,0,0,0.00544738,0.00544738,0.00544738
