epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,107.858,0.74653,7.74946,1.0731,0,0,0,0,0,0,0,0.00323673,0.00323673,0.00323673
2,211.298,0.63435,5.98041,0.98206,0,0,0,0,0,0,0,0.00641073,0.00641073,0.00641073
3,313.762,0.73811,5.1152,0.99257,0,0,0,0,0,0,0,0.00952064,0.00952064,0.00952064
4,415.956,0.80179,4.62137,1.01093,0,0,0,0,0,0,0,0.00970309,0.00970309,0.00970309
5,517.814,0.70014,3.92265,0.98164,0,0,0,0,0,0,0,0.00960412,0.00960412,0.00960412
6,619.737,0.64153,3.45038,0.96053,0,0,0,0,0,0,0,0.00950515,0.00950515,0.00950515
7,721.71,0.59453,3.08467,0.95003,0,0,0,0,0,0,0,0.00940619,0.00940619,0.00940619
8,823.929,0.56212,2.80413,0.94279,0,0,0,0,0,0,0,0.00930722,0.00930722,0.00930722
9,926.029,0.54014,2.57219,0.93689,0,0,0,0,0,0,0,0.00920825,0.00920825,0.00920825
10,1028.02,0.51613,2.37087,0.92907,0,0,0,0,0,0,0,0.00910928,0.00910928,0.00910928
11,1130.31,0.50662,2.19881,0.92746,0,0,0,0,0,0,0,0.00901031,0.00901031,0.00901031
12,1232.47,0.49832,2.07214,0.92293,0,0,0,0,0,0,0,0.00891134,0.00891134,0.00891134
13,1334.43,0.48172,1.98231,0.92103,0,0,0,0,0,0,0,0.00881237,0.00881237,0.00881237
14,1436.52,0.47773,1.85698,0.91562,0,0,0,0,0,0,0,0.0087134,0.0087134,0.0087134
15,1538.45,0.46167,1.76008,0.91295,0,0,0,0,0,0,0,0.00861443,0.00861443,0.00861443
16,1640.56,0.46813,1.66363,0.91745,0,0,0,0,0,0,0,0.00851546,0.00851546,0.00851546
17,1742.58,0.44638,1.57622,0.91061,0,0,0,0,0,0,0,0.0084165,0.0084165,0.0084165
18,1844.66,0.44682,1.52977,0.91108,0,0,0,0,0,0,0,0.00831753,0.00831753,0.00831753
19,1946.68,0.43396,1.4581,0.90523,0,0,0,0,0,0,0,0.00821856,0.00821856,0.00821856
20,2048.7,0.43154,1.42676,0.9058,0,0,0,0,0,0,0,0.00811959,0.00811959,0.00811959
21,2150.89,0.42784,1.37404,0.90816,0,0,0,0,0,0,0,0.00802062,0.00802062,0.00802062
22,2252.9,0.42619,1.3428,0.90711,0,0,0,0,0,0,0,0.00792165,0.00792165,0.00792165
23,2354.96,0.41616,1.29977,0.90377,0,0,0,0,0,0,0,0.00782268,0.00782268,0.00782268
24,2457.1,0.4104,1.25345,0.90175,0,0,0,0,0,0,0,0.00772371,0.00772371,0.00772371
25,2559.11,0.41072,1.21326,0.90238,0,0,0,0,0,0,0,0.00762474,0.00762474,0.00762474
26,2661.08,0.40851,1.23126,0.90161,0,0,0,0,0,0,0,0.00752578,0.00752578,0.00752578
27,2763.04,0.40507,1.17147,0.90234,0,0,0,0,0,0,0,0.00742681,0.00742681,0.00742681
28,2865.25,0.38886,1.13004,0.89502,0,0,0,0,0,0,0,0.00732784,0.00732784,0.00732784
29,2967.06,0.39402,1.11638,0.89818,0,0,0,0,0,0,0,0.00722887,0.00722887,0.00722887
30,3069.01,0.39311,1.09317,0.89649,0,0,0,0,0,0,0,0.0071299,0.0071299,0.0071299
31,3171.26,0.38346,1.08657,0.89448,0,0,0,0,0,0,0,0.00703093,0.00703093,0.00703093
32,3273.24,0.3831,1.04586,0.89437,0,0,0,0,0,0,0,0.00693196,0.00693196,0.00693196
33,3375.25,0.38462,1.0295,0.89511,0,0,0,0,0,0,0,0.00683299,0.00683299,0.00683299
34,3477.47,0.38007,1.00767,0.89412,0,0,0,0,0,0,0,0.00673402,0.00673402,0.00673402
35,3579.63,0.37784,0.98481,0.89368,0,0,0,0,0,0,0,0.00663505,0.00663505,0.00663505
36,3681.67,0.37465,0.95024,0.89243,0,0,0,0,0,0,0,0.00653609,0.00653609,0.00653609
37,3783.8,0.36949,0.94755,0.89307,0,0,0,0,0,0,0,0.00643712,0.00643712,0.00643712
38,3886.2,0.36288,0.91065,0.88942,0,0,0,0,0,0,0,0.00633815,0.00633815,0.00633815
39,3988.32,0.36656,0.90881,0.89319,0,0,0,0,0,0,0,0.00623918,0.00623918,0.00623918
40,4090.5,0.36857,0.89914,0.88967,0,0,0,0,0,0,0,0.00614021,0.00614021,0.00614021
41,4192.84,0.35917,0.88335,0.88859,0,0,0,0,0,0,0,0.00604124,0.00604124,0.00604124
42,4294.95,0.36074,0.86144,0.89054,0,0,0,0,0,0,0,0.00594227,0.00594227,0.00594227
43,4397.11,0.35799,0.85011,0.88989,0,0,0,0,0,0,0,0.0058433,0.0058433,0.0058433
44,4499.45,0.35544,0.85138,0.88901,0,0,0,0,0,0,0,0.00574433,0.00574433,0.00574433
45,4601.53,0.34902,0.81707,0.88729,0,0,0,0,0,0,0,0.00564536,0.00564536,0.00564536
46,4703.73,0.34685,0.80199,0.88706,0,0,0,0,0,0,0,0.0055464,0.0055464,0.0055464
47,4805.84,0.34505,0.80323,0.88533,0,0,0,0,0,0,0,0.00544743,0.00544743,0.00544743
48,4908.04,0.34506,0.78269,0.88686,0,0,0,0,0,0,0,0.00534846,0.00534846,0.00534846
49,5010.18,0.33864,0.77306,0.88416,0,0,0,0,0,0,0,0.00524949,0.00524949,0.00524949
50,5112.25,0.33492,0.76165,0.88371,0,0,0,0,0,0,0,0.00515052,0.00515052,0.00515052
51,5214.65,0.33284,0.74088,0.88228,0,0,0,0,0,0,0,0.00505155,0.00505155,0.00505155
52,5316.7,0.33533,0.7268,0.88283,0,0,0,0,0,0,0,0.00495258,0.00495258,0.00495258
53,5418.78,0.3303,0.71442,0.88187,0,0,0,0,0,0,0,0.00485361,0.00485361,0.00485361
54,5521.02,0.32762,0.69086,0.87953,0,0,0,0,0,0,0,0.00475464,0.00475464,0.00475464
55,5623.16,0.32784,0.70878,0.88483,0,0,0,0,0,0,0,0.00465567,0.00465567,0.00465567
56,5725.23,0.32621,0.68623,0.88461,0,0,0,0,0,0,0,0.0045567,0.0045567,0.0045567
57,5827.36,0.32081,0.69624,0.88084,0,0,0,0,0,0,0,0.00445774,0.00445774,0.00445774
58,5929.62,0.3238,0.6666,0.88326,0,0,0,0,0,0,0,0.00435877,0.00435877,0.00435877
59,6031.61,0.32701,0.67449,0.88317,0,0,0,0,0,0,0,0.0042598,0.0042598,0.0042598
60,6133.63,0.31726,0.6506,0.88014,0,0,0,0,0,0,0,0.00416083,0.00416083,0.00416083
61,6235.76,0.3196,0.64692,0.87782,0,0,0,0,0,0,0,0.00406186,0.00406186,0.00406186
62,6337.81,0.31323,0.62706,0.87896,0,0,0,0,0,0,0,0.00396289,0.00396289,0.00396289
63,6439.89,0.31371,0.62293,0.87687,0,0,0,0,0,0,0,0.00386392,0.00386392,0.00386392
64,6542.14,0.31225,0.6116,0.87977,0,0,0,0,0,0,0,0.00376495,0.00376495,0.00376495
65,6644.14,0.31071,0.60591,0.87879,0,0,0,0,0,0,0,0.00366598,0.00366598,0.00366598
66,6746.16,0.30359,0.59333,0.87764,0,0,0,0,0,0,0,0.00356701,0.00356701,0.00356701
67,6848.16,0.30973,0.57926,0.88099,0,0,0,0,0,0,0,0.00346805,0.00346805,0.00346805
68,6950.38,0.3008,0.56492,0.87648,0,0,0,0,0,0,0,0.00336908,0.00336908,0.00336908
69,7052.44,0.30423,0.56708,0.87961,0,0,0,0,0,0,0,0.00327011,0.00327011,0.00327011
70,7154.48,0.29585,0.56287,0.87683,0,0,0,0,0,0,0,0.00317114,0.00317114,0.00317114
71,7256.65,0.29381,0.54994,0.8745,0,0,0,0,0,0,0,0.00307217,0.00307217,0.00307217
72,7358.72,0.29031,0.55829,0.87414,0,0,0,0,0,0,0,0.0029732,0.0029732,0.0029732
73,7460.8,0.29386,0.54386,0.87385,0,0,0,0,0,0,0,0.00287423,0.00287423,0.00287423
74,7563.07,0.29429,0.52448,0.87596,0,0,0,0,0,0,0,0.00277526,0.00277526,0.00277526
75,7665.24,0.28933,0.53093,0.87627,0,0,0,0,0,0,0,0.00267629,0.00267629,0.00267629
76,7767.25,0.28579,0.51418,0.87308,0,0,0,0,0,0,0,0.00257732,0.00257732,0.00257732
77,7869.4,0.28195,0.50051,0.87187,0,0,0,0,0,0,0,0.00247836,0.00247836,0.00247836
78,7971.7,0.28371,0.49157,0.87216,0,0,0,0,0,0,0,0.00237939,0.00237939,0.00237939
79,8073.82,0.27709,0.47816,0.86937,0,0,0,0,0,0,0,0.00228042,0.00228042,0.00228042
80,8176.02,0.27872,0.48152,0.87308,0,0,0,0,0,0,0,0.00218145,0.00218145,0.00218145
81,8278.29,0.27707,0.46654,0.87315,0,0,0,0,0,0,0,0.00208248,0.00208248,0.00208248
82,8380.41,0.27384,0.45922,0.87208,0,0,0,0,0,0,0,0.00198351,0.00198351,0.00198351
83,8482.46,0.27352,0.46393,0.87159,0,0,0,0,0,0,0,0.00188454,0.00188454,0.00188454
84,8584.63,0.26839,0.44543,0.86993,0,0,0,0,0,0,0,0.00178557,0.00178557,0.00178557
85,8686.83,0.26954,0.44499,0.86978,0,0,0,0,0,0,0,0.0016866,0.0016866,0.0016866
86,8788.97,0.26493,0.44026,0.86734,0,0,0,0,0,0,0,0.00158764,0.00158764,0.00158764
87,8891.07,0.25881,0.43195,0.86909,0,0,0,0,0,0,0,0.00148867,0.00148867,0.00148867
88,8993.39,0.26119,0.42364,0.8696,0,0,0,0,0,0,0,0.0013897,0.0013897,0.0013897
89,9095.42,0.25605,0.40686,0.86813,0,0,0,0,0,0,0,0.00129073,0.00129073,0.00129073
90,9197.42,0.25669,0.403,0.86854,0,0,0,0,0,0,0,0.00119176,0.00119176,0.00119176
91,9299.73,0.2515,0.385,0.86423,0,0,0,0,0,0,0,0.00109279,0.00109279,0.00109279
92,9401.83,0.25071,0.3862,0.86642,0,0,0,0,0,0,0,0.000993821,0.000993821,0.000993821
93,9503.03,0.18527,0.17374,0.81955,0,0,0,0,0,0,0,0.000894852,0.000894852,0.000894852
94,9604.19,0.18261,0.16953,0.81994,0,0,0,0,0,0,0,0.000795883,0.000795883,0.000795883
95,9705.25,0.18012,0.16942,0.81869,0,0,0,0,0,0,0,0.000696914,0.000696914,0.000696914
96,9806.35,0.1783,0.15958,0.81854,0,0,0,0,0,0,0,0.000597945,0.000597945,0.000597945
97,9907.74,0.17316,0.15923,0.81596,0,0,0,0,0,0,0,0.000498976,0.000498976,0.000498976
98,10008.9,0.17207,0.15234,0.81646,0,0,0,0,0,0,0,0.000400007,0.000400007,0.000400007
99,10110.1,0.16863,0.14732,0.81506,0,0,0,0,0,0,0,0.000301038,0.000301038,0.000301038
100,10215,0.16716,0.14436,0.81566,0.96417,0.97443,0.99113,0.96776,0.31627,0.19315,0.80334,0.000202069,0.000202069,0.000202069
