epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,5616.13,0.2627,0.80247,0.7195,0,0,0,0,0,0,0,0.0046446,0.0046446,0.0046446
56,5718.01,0.25839,0.78384,0.71823,0,0,0,0,0,0,0,0.00454543,0.00454543,0.00454543
57,5820,0.26337,0.79844,0.71995,0,0,0,0,0,0,0,0.00444626,0.00444626,0.00444626
58,5922.07,0.25815,0.75758,0.71787,0,0,0,0,0,0,0,0.00434708,0.00434708,0.00434708
59,6024.2,0.25856,0.75198,0.71884,0,0,0,0,0,0,0,0.00424791,0.00424791,0.00424791
60,6126.08,0.2597,0.74274,0.7206,0,0,0,0,0,0,0,0.00414873,0.00414873,0.00414873
61,6228.1,0.25595,0.73308,0.71796,0,0,0,0,0,0,0,0.00404956,0.00404956,0.00404956
62,6330.18,0.25252,0.72049,0.71839,0,0,0,0,0,0,0,0.00395039,0.00395039,0.00395039
63,6432.18,0.25088,0.70603,0.71768,0,0,0,0,0,0,0,0.00385121,0.00385121,0.00385121
64,6534.02,0.25206,0.69148,0.71988,0,0,0,0,0,0,0,0.00375204,0.00375204,0.00375204
65,6636.23,0.25272,0.6839,0.71775,0,0,0,0,0,0,0,0.00365286,0.00365286,0.00365286
66,6738.11,0.24959,0.67131,0.71744,0,0,0,0,0,0,0,0.00355369,0.00355369,0.00355369
67,6839.99,0.24829,0.6635,0.71584,0,0,0,0,0,0,0,0.00345452,0.00345452,0.00345452
68,6941.94,0.24802,0.65099,0.71809,0,0,0,0,0,0,0,0.00335534,0.00335534,0.00335534
69,7044.15,0.24537,0.63645,0.71524,0,0,0,0,0,0,0,0.00325617,0.00325617,0.00325617
70,7146.11,0.2436,0.62889,0.71541,0,0,0,0,0,0,0,0.00315699,0.00315699,0.00315699
71,7247.98,0.24024,0.62933,0.71687,0,0,0,0,0,0,0,0.00305782,0.00305782,0.00305782
72,7349.94,0.23999,0.62666,0.71489,0,0,0,0,0,0,0,0.00295865,0.00295865,0.00295865
73,7451.89,0.23633,0.60959,0.71318,0,0,0,0,0,0,0,0.00285947,0.00285947,0.00285947
74,7553.88,0.23513,0.59353,0.71488,0,0,0,0,0,0,0,0.0027603,0.0027603,0.0027603
75,7656.01,0.23155,0.59877,0.71321,0,0,0,0,0,0,0,0.00266112,0.00266112,0.00266112
76,7758.06,0.23345,0.58143,0.71404,0,0,0,0,0,0,0,0.00256195,0.00256195,0.00256195
77,7860.01,0.22923,0.57431,0.71455,0,0,0,0,0,0,0,0.00246278,0.00246278,0.00246278
78,7961.92,0.22565,0.55169,0.71105,0,0,0,0,0,0,0,0.0023636,0.0023636,0.0023636
79,8064.07,0.22566,0.55613,0.71233,0,0,0,0,0,0,0,0.00226443,0.00226443,0.00226443
80,8166.08,0.22414,0.54023,0.71095,0,0,0,0,0,0,0,0.00216525,0.00216525,0.00216525
81,8268.11,0.22515,0.52542,0.71265,0,0,0,0,0,0,0,0.00206608,0.00206608,0.00206608
82,8370.2,0.22319,0.51645,0.71069,0,0,0,0,0,0,0,0.00196691,0.00196691,0.00196691
83,8472.22,0.21916,0.50887,0.71123,0,0,0,0,0,0,0,0.00186773,0.00186773,0.00186773
84,8574.11,0.22093,0.51182,0.71284,0,0,0,0,0,0,0,0.00176856,0.00176856,0.00176856
85,8676.14,0.21747,0.50354,0.71128,0,0,0,0,0,0,0,0.00166938,0.00166938,0.00166938
86,8778.28,0.21601,0.48336,0.70873,0,0,0,0,0,0,0,0.00157021,0.00157021,0.00157021
87,8880.18,0.2175,0.48893,0.71178,0,0,0,0,0,0,0,0.00147104,0.00147104,0.00147104
88,8983.72,0.21222,0.47481,0.70916,0,0,0,0,0,0,0,0.00137186,0.00137186,0.00137186
89,9087.8,0.20962,0.45441,0.70955,0,0,0,0,0,0,0,0.00127269,0.00127269,0.00127269
90,9191.74,0.20983,0.44731,0.70925,0,0,0,0,0,0,0,0.00117351,0.00117351,0.00117351
91,9295.14,0.15723,0.22925,0.66623,0,0,0,0,0,0,0,0.00107434,0.00107434,0.00107434
92,9398.46,0.15389,0.22272,0.66857,0,0,0,0,0,0,0,0.000975166,0.000975166,0.000975166
93,9501.7,0.15211,0.2169,0.66637,0,0,0,0,0,0,0,0.000875992,0.000875992,0.000875992
94,9603.89,0.14892,0.20253,0.66495,0,0,0,0,0,0,0,0.000776818,0.000776818,0.000776818
95,9705.18,0.14714,0.19865,0.66362,0,0,0,0,0,0,0,0.000677644,0.000677644,0.000677644
96,9806.31,0.144,0.19061,0.66369,0,0,0,0,0,0,0,0.00057847,0.00057847,0.00057847
97,9907.51,0.14043,0.18236,0.66273,0,0,0,0,0,0,0,0.000479296,0.000479296,0.000479296
98,10008.8,0.13876,0.17345,0.6642,0,0,0,0,0,0,0,0.000380122,0.000380122,0.000380122
99,10110.3,0.1367,0.17316,0.6634,0,0,0,0,0,0,0,0.000280948,0.000280948,0.000280948
100,10214.8,0.13409,0.16745,0.66299,0.96545,0.9715,0.99234,0.96683,0.24624,0.21446,0.65543,0.000181774,0.000181774,0.000181774
